연도,일시,측정소,PM2.5
4,01-03 00:00,공주,0.1291618
4,01-03 01:00,공주,0.12635694
4,01-03 02:00,공주,0.12795784
4,01-03 03:00,공주,0.13049988
4,01-03 04:00,공주,0.13586372
4,01-03 05:00,공주,0.13794626
4,01-03 06:00,공주,0.14637707
4,01-03 07:00,공주,0.1530708
4,01-03 08:00,공주,0.15327577
4,01-03 09:00,공주,0.15024865
4,01-03 10:00,공주,0.13797304
4,01-03 11:00,공주,0.12415337
4,01-03 12:00,공주,0.10539013
4,01-03 13:00,공주,0.09618379
4,01-03 14:00,공주,0.0965638
4,01-03 15:00,공주,0.09292179
4,01-03 16:00,공주,0.09510045
4,01-03 17:00,공주,0.10066572
4,01-03 18:00,공주,0.10183281
4,01-03 19:00,공주,0.10491104
4,01-03 20:00,공주,0.104224235
4,01-03 21:00,공주,0.1079354
4,01-03 22:00,공주,0.107778884
4,01-03 23:00,공주,0.11031679
4,01-04 00:00,공주,0.117444925
4,01-04 01:00,공주,0.12187336
4,01-04 02:00,공주,0.12123809
4,01-04 03:00,공주,0.12674908
4,01-04 04:00,공주,0.13143288
4,01-04 05:00,공주,0.13620462
4,01-04 06:00,공주,0.14214979
4,01-04 07:00,공주,0.15017757
4,01-04 08:00,공주,0.14707686
4,01-04 09:00,공주,0.14024854
4,01-04 10:00,공주,0.134162
4,01-04 11:00,공주,0.12885907
4,01-04 12:00,공주,0.10907917
4,01-04 13:00,공주,0.10632663
4,01-04 14:00,공주,0.0969309
4,01-04 15:00,공주,0.09464714
4,01-04 16:00,공주,0.09413776
4,01-04 17:00,공주,0.09333044
4,01-04 18:00,공주,0.09916356
4,01-04 19:00,공주,0.110416934
4,01-04 20:00,공주,0.10180537
4,01-04 21:00,공주,0.10883158
4,01-04 22:00,공주,0.106202535
4,01-04 23:00,공주,0.114468575
4,01-05 00:00,공주,0.116756044
4,01-05 01:00,공주,0.11250511
4,01-05 02:00,공주,0.12301972
4,01-05 03:00,공주,0.11733495
4,01-05 04:00,공주,0.13152139
4,01-05 05:00,공주,0.13064575
4,01-05 06:00,공주,0.13896088
4,01-05 07:00,공주,0.14048152
4,01-05 08:00,공주,0.15131658
4,01-05 09:00,공주,0.14492258
4,01-05 10:00,공주,0.1366867
4,01-05 11:00,공주,0.12640484
4,01-05 12:00,공주,0.12059087
4,01-05 13:00,공주,0.10899917
4,01-05 14:00,공주,0.10243806
4,01-05 15:00,공주,0.103789926
4,01-05 16:00,공주,0.108976275
4,01-05 17:00,공주,0.106813245
4,01-05 18:00,공주,0.10703172
4,01-05 19:00,공주,0.10970584
4,01-05 20:00,공주,0.11531083
4,01-05 21:00,공주,0.117265254
4,01-05 22:00,공주,0.11616101
4,01-05 23:00,공주,0.117366984
4,01-08 00:00,공주,0.19912699
4,01-08 01:00,공주,0.20169456
4,01-08 02:00,공주,0.1985739
4,01-08 03:00,공주,0.19969293
4,01-08 04:00,공주,0.20247555
4,01-08 05:00,공주,0.20185834
4,01-08 06:00,공주,0.20945127
4,01-08 07:00,공주,0.21503136
4,01-08 08:00,공주,0.21446535
4,01-08 09:00,공주,0.21314217
4,01-08 10:00,공주,0.2040054
4,01-08 11:00,공주,0.19775675
4,01-08 12:00,공주,0.17857102
4,01-08 13:00,공주,0.17275411
4,01-08 14:00,공주,0.16068828
4,01-08 15:00,공주,0.15338157
4,01-08 16:00,공주,0.14807035
4,01-08 17:00,공주,0.14368272
4,01-08 18:00,공주,0.13801117
4,01-08 19:00,공주,0.14229101
4,01-08 20:00,공주,0.14327267
4,01-08 21:00,공주,0.1452086
4,01-08 22:00,공주,0.14853771
4,01-08 23:00,공주,0.14309992
4,01-09 00:00,공주,0.15320128
4,01-09 01:00,공주,0.15482557
