연도,일시,측정소,PM2.5
4,01-03 00:00,공주,0.11810747
4,01-03 01:00,공주,0.11643401
4,01-03 02:00,공주,0.12337227
4,01-03 03:00,공주,0.12985884
4,01-03 04:00,공주,0.14151986
4,01-03 05:00,공주,0.14563568
4,01-03 06:00,공주,0.15623395
4,01-03 07:00,공주,0.16426745
4,01-03 08:00,공주,0.17017664
4,01-03 09:00,공주,0.16950123
4,01-03 10:00,공주,0.16230777
4,01-03 11:00,공주,0.14095181
4,01-03 12:00,공주,0.13231993
4,01-03 13:00,공주,0.11815598
4,01-03 14:00,공주,0.10444852
4,01-03 15:00,공주,0.10624997
4,01-03 16:00,공주,0.11162349
4,01-03 17:00,공주,0.10859904
4,01-03 18:00,공주,0.11860226
4,01-03 19:00,공주,0.12503716
4,01-03 20:00,공주,0.13080136
4,01-03 21:00,공주,0.13939896
4,01-03 22:00,공주,0.13963895
4,01-03 23:00,공주,0.13918635
4,01-04 00:00,공주,0.14495629
4,01-04 01:00,공주,0.1462326
4,01-04 02:00,공주,0.14575496
4,01-04 03:00,공주,0.15028465
4,01-04 04:00,공주,0.1554581
4,01-04 05:00,공주,0.16627404
4,01-04 06:00,공주,0.17349946
4,01-04 07:00,공주,0.17777507
4,01-04 08:00,공주,0.17889793
4,01-04 09:00,공주,0.1741889
4,01-04 10:00,공주,0.17124636
4,01-04 11:00,공주,0.15189442
4,01-04 12:00,공주,0.1416106
4,01-04 13:00,공주,0.12667996
4,01-04 14:00,공주,0.12313627
4,01-04 15:00,공주,0.122676335
4,01-04 16:00,공주,0.11479119
4,01-04 17:00,공주,0.11121421
4,01-04 18:00,공주,0.124397516
4,01-04 19:00,공주,0.12078265
4,01-04 20:00,공주,0.12803125
4,01-04 21:00,공주,0.13278194
4,01-04 22:00,공주,0.13189977
4,01-04 23:00,공주,0.13557172
4,01-05 00:00,공주,0.13413103
4,01-05 01:00,공주,0.14153779
4,01-05 02:00,공주,0.14845748
4,01-05 03:00,공주,0.1493026
4,01-05 04:00,공주,0.15288284
4,01-05 05:00,공주,0.15098439
4,01-05 06:00,공주,0.16556185
4,01-05 07:00,공주,0.17326467
4,01-05 08:00,공주,0.17480804
4,01-05 09:00,공주,0.17336616
4,01-05 10:00,공주,0.17020252
4,01-05 11:00,공주,0.15602958
4,01-05 12:00,공주,0.14663604
4,01-05 13:00,공주,0.13912584
4,01-05 14:00,공주,0.1252793
4,01-05 15:00,공주,0.123047456
4,01-05 16:00,공주,0.12501062
4,01-05 17:00,공주,0.1255067
4,01-05 18:00,공주,0.12982643
4,01-05 19:00,공주,0.12989624
4,01-05 20:00,공주,0.13324034
4,01-05 21:00,공주,0.13987415
4,01-05 22:00,공주,0.13582705
4,01-05 23:00,공주,0.13985346
4,01-08 00:00,공주,0.18788035
4,01-08 01:00,공주,0.18737027
4,01-08 02:00,공주,0.19471546
4,01-08 03:00,공주,0.2034441
4,01-08 04:00,공주,0.21289077
4,01-08 05:00,공주,0.2148465
4,01-08 06:00,공주,0.2182761
4,01-08 07:00,공주,0.22333509
4,01-08 08:00,공주,0.22741562
4,01-08 09:00,공주,0.23121227
4,01-08 10:00,공주,0.22857572
4,01-08 11:00,공주,0.2152848
4,01-08 12:00,공주,0.20439216
4,01-08 13:00,공주,0.19561021
4,01-08 14:00,공주,0.17513973
4,01-08 15:00,공주,0.17769788
4,01-08 16:00,공주,0.17673089
4,01-08 17:00,공주,0.16855507
4,01-08 18:00,공주,0.16727307
4,01-08 19:00,공주,0.1774155
