연도,일시,측정소,PM2.5
4,01-03 00:00,공주,0.10992549
4,01-03 01:00,공주,0.116646715
4,01-03 02:00,공주,0.11859822
4,01-03 03:00,공주,0.12150868
4,01-03 04:00,공주,0.12593924
4,01-03 05:00,공주,0.12963872
4,01-03 06:00,공주,0.1300643
4,01-03 07:00,공주,0.12977473
4,01-03 08:00,공주,0.12842429
4,01-03 09:00,공주,0.11937916
4,01-03 10:00,공주,0.11895921
4,01-03 11:00,공주,0.10104397
4,01-03 12:00,공주,0.10136682
4,01-03 13:00,공주,0.101678856
4,01-03 14:00,공주,0.089046374
4,01-03 15:00,공주,0.0883697
4,01-03 16:00,공주,0.08135703
4,01-03 17:00,공주,0.08559199
4,01-03 18:00,공주,0.08806065
4,01-03 19:00,공주,0.09218055
4,01-03 20:00,공주,0.10226424
4,01-03 21:00,공주,0.09658922
4,01-03 22:00,공주,0.11448258
4,01-03 23:00,공주,0.113643155
4,01-04 00:00,공주,0.12728973
4,01-04 01:00,공주,0.118343525
4,01-04 02:00,공주,0.13562076
4,01-04 03:00,공주,0.13823527
4,01-04 04:00,공주,0.14634623
4,01-04 05:00,공주,0.13099942
4,01-04 06:00,공주,0.14139341
4,01-04 07:00,공주,0.13762933
4,01-04 08:00,공주,0.12884933
4,01-04 09:00,공주,0.13829102
4,01-04 10:00,공주,0.12820591
4,01-04 11:00,공주,0.1294344
4,01-04 12:00,공주,0.11934855
4,01-04 13:00,공주,0.11248125
4,01-04 14:00,공주,0.10978613
4,01-04 15:00,공주,0.10592047
4,01-04 16:00,공주,0.103682384
4,01-04 17:00,공주,0.10517445
4,01-04 18:00,공주,0.11127766
4,01-04 19:00,공주,0.11337636
4,01-04 20:00,공주,0.11746885
4,01-04 21:00,공주,0.11850836
4,01-04 22:00,공주,0.12706575
4,01-04 23:00,공주,0.13018067
4,01-05 00:00,공주,0.13154706
4,01-05 01:00,공주,0.14342313
4,01-05 02:00,공주,0.15300454
4,01-05 03:00,공주,0.15796119
4,01-05 04:00,공주,0.15775247
4,01-05 05:00,공주,0.16209158
4,01-05 06:00,공주,0.15656716
4,01-05 07:00,공주,0.16501683
4,01-05 08:00,공주,0.15890855
4,01-05 09:00,공주,0.14750604
4,01-05 10:00,공주,0.1503874
4,01-05 11:00,공주,0.1455091
4,01-05 12:00,공주,0.13671662
4,01-05 13:00,공주,0.12986374
4,01-05 14:00,공주,0.13207717
4,01-05 15:00,공주,0.13287178
